ID,Name,Two Nights Cost USD,Location,Area,Rating,Reviews,Free_Cancellation,Free_Valet_Parking,Free_Breakfast,Free_WiFi,Fitness_Centre,Swimming_pool,Health_club,Bar,lon,lat
137,The Whitehall Hotel,262.05,Downtown Chicago,Chicago,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.6257347,41.8990313
138,Cambria Hotel Chicago Loop - Theatre District,259.51,Grant Park Chicago,Chicago,4,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.6290509,41.8846972
139,Congress Plaza Hotel,258.61,Grant Park Chicago,Chicago,3,Average,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.6246539,41.8751616
140,Home2 Suites by Hilton Chicago River North,257.77,Downtown Chicago,Chicago,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,-87.6315814,41.8950533
141,Best Western Grant Park Hotel,249.58,Grant Park Chicago,Chicago,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.6246813,41.8690914
142,Found Hotel Chicago River North,241.5,House of Blues Chicago Chicago,Chicago,4.5,Excellent,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.6338291,41.8928895
143,Travelodge by Wyndham Downtown Chicago,232.49,Downtown Chicago,Chicago,3,Average,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.6253866,41.8742849
144,Super 8 by Wyndham Chicago IL,220.24,Evanston Chicago,Chicago,3.5,Very Good,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.6646247,42.0141796
145,Sleep Inn Midway Airport Bedford Park,218.5,the airport Chicago,Chicago,4,Very Good,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.742617,41.771661
146,Extended Stay America Chicago - Midway,207.23,Chicago Midway Airport Chicago,Chicago,3.5,Very Good,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.7457949,41.7573564
147,Chicago Lake Shore Hotel,185.52,Chicago (Kenwood) Chicago,Chicago,3,Average,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,-87.5856334,41.805977
148,Rodeway Inn Chicago-Evanston,172.2,North Chicago Chicago,Chicago,2.5,Average,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.7110429,41.9921203
149,Chicago Getaway Hostel,134.47,Lincoln Park Chicago,Chicago,4.5,Excellent,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,-87.6445955,41.9268713
